city,iataCode, Airport name, Location, Country,isInternational
FUE El Matorral Airport,FUE,El Matorral Airport,"Puerto del Rosario, Fuerteventura, Canary Islands",Spain,
GRK Killeen-Fort Hood Regional Airport (Robert Gray Army Airfield),GRK,Killeen-Fort Hood Regional Airport (Robert Gray Army Airfield),"Fort Hood / Killeen, Texas",United States,
HLS St. Helens Airport,HLS,St. Helens Airport,"St. Helens, Tasmania",Australia,
ILK Atsinanana Airport (Ilaka Airport),ILK,Atsinanana Airport (Ilaka Airport),Ilaka,Madagascar,
JIR Jiri Airport,JIR,Jiri Airport,Jiri,Nepal,
KGP Kogalym Airport,KGP,Kogalym Airport,"Kogalym, Tyumen Oblast",Russia,
KTC Katiola Airport,KTC,Katiola Airport,Katiola,Côte d'Ivoire,
LHG Lightning Ridge Airport,LHG,Lightning Ridge Airport,"Lightning Ridge, New South Wales",Australia,
LVK Livermore Municipal Airport,LVK,Livermore Municipal Airport,"Livermore, California",United States,
MIE Delaware County Airport (Johnson Field),MIE,Delaware County Airport (Johnson Field),"Muncie, Indiana",United States,
MTK Makin Island Airport (Butaritari Airport),MTK,Makin Island Airport (Butaritari Airport),Makin Island (Butaritari),Kiribati,
NNX Nunukan Airport,NNX,Nunukan Airport,"Nunukan, East Kalimantan",Indonesia,
OWA Owatonna Degner Regional Airport,OWA,Owatonna Degner Regional Airport,"Owatonna, Minnesota",United States,
PSN Palestine Municipal Airport,PSN,Palestine Municipal Airport,"Palestine, Texas",United States,
RNB Ronneby Airport,RNB,Ronneby Airport,Ronneby,Sweden,
SKV St.Catherine International Airport,SKV,St.Catherine International Airport,St.Catherine,Egypt,YES
TAR Taranto-Grottaglie Airport,TAR,Taranto-Grottaglie Airport,"Grottaglie, Puglia",Italy,
TXG Taichung Ching Chuang Kang Airport,TXG,Taichung Ching Chuang Kang Airport,"Taichung, Taiwan",China,
WAA Wales Airport,WAA,Wales Airport,"Wales, Alaska",United States,
YBI Black Tickle Airport,YBI,Black Tickle Airport,"Black Tickle, Newfoundland and Labrador",Canada,
YQA Muskoka Airport,YQA,Muskoka Airport,"Muskoka, Ontario",Canada,
ZPO Pinehouse Lake Airport,ZPO,Pinehouse Lake Airport,"Pinehouse Lake, Saskatchewan",Canada,
ADN Andes Airport,ADN,Andes Airport,Andes,Colombia,
AQG Anqing Tianzhushan Airport,AQG,Anqing Tianzhushan Airport,"Anqing, Anhui",China,
BDA Bermuda International Airport (L.F. Wade Int'l Airport),BDA,Bermuda International Airport (L.F. Wade Int'l Airport),Ferry Reach (near Hamilton),Bermuda,YES
BNM Bodinumu Airport,BNM,Bodinumu Airport,Bodinumu,Papua New Guinea,
BZI Bal?kesir Airport (Merkez Airport),BZI,Bal?kesir Airport (Merkez Airport),Bal?kesir,Turkey,
CLF Coltishall,CLF,Coltishall,Coltishall,United Kingdom,
CXJ Aeroporto Hugo Cantergiani,CXJ,Aeroporto Hugo Cantergiani,"Caxias do Sul, Rio Grande do Sul",Brazil,
DRT Del Rio International Airport,DRT,Del Rio International Airport,"Del Rio, Texas",United States,YES
ESC Delta County Airport,ESC,Delta County Airport,"Escanaba, Michigan",United States,
FUG Fuyang Airport,FUG,Fuyang Airport,"Fuyang, Anhui",China,
GRL Garasa Airport,GRL,Garasa Airport,Garasa,Papua New Guinea,
HLT Hamilton Airport,HLT,Hamilton Airport,"Hamilton, Victoria",Australia,
ILL Willmar Municipal Airport (John L. Rice Field) (closed 2006),ILL,Willmar Municipal Airport (John L. Rice Field) (closed 2006),"Willmar, Minnesota",United States,
JIU Jiujiang Lushan Airport,JIU,Jiujiang Lushan Airport,"Jiujiang, Jiangxi",China,
KGQ Kangersuatsiaq Heliport,KGQ,Kangersuatsiaq Heliport,Kangersuatsiaq,Greenland,
KTD Kitadaito Airport,KTD,Kitadaito Airport,"Kitadaito, Okinawa Prefecture",Japan,
LHI Lereh Airport,LHI,Lereh Airport,Lereh,Indonesia,
LVL Lawrenceville/Brunswick Municipal Airport,LVL,Lawrenceville/Brunswick Municipal Airport,"Lawrenceville, Virginia",United States,
MIF Roy Hurd Memorial Airport,MIF,Roy Hurd Memorial Airport,"Monahans, Texas",United States,
MTL Maitland Airport,MTL,Maitland Airport,"Maitland, New South Wales",Australia,
NOB Nosara Airport,NOB,Nosara Airport,Nosara,Costa Rica,
OWB Owensboro-Daviess County Airport,OWB,Owensboro-Daviess County Airport,"Owensboro, Kentucky",United States,
PSO Antonio Nariño Airport,PSO,Antonio Nariño Airport,Pasto,Colombia,
RNC Warren County Memorial Airport,RNC,Warren County Memorial Airport,"McMinnville, Tennessee",United States,
SKW Skwentna Airport,SKW,Skwentna Airport,"Skwentna, Alaska",United States,
TAS Tashkent International Airport,TAS,Tashkent International Airport,Tashkent,Uzbekistan,YES
TYA Yalova Airport,TYA,Yalova Airport,Yalova,Turkey,
WAD Andriamena Airport,WAD,Andriamena Airport,Andriamena,Madagascar,
YBJ Baie-Johan-Beetz Seaplane Base,YBJ,Baie-Johan-Beetz Seaplane Base,"Baie-Johan-Beetz, Quebec",Canada,
YQB Québec/Jean Lesage International Airport,YQB,Québec/Jean Lesage International Airport,"Sainte-Foy, Quebec City, Quebec",Canada,YES
ZPQ Rheine Air Base,ZPQ,Rheine Air Base,Rhine,Germany,
ADO Andamooka Airport,ADO,Andamooka Airport,"Andamooka, South Australia",Australia,
AQI Qaisumah Domestic Airport,AQI,Qaisumah Domestic Airport,"Qaisumah, Hafar Al-Batin, Eastern Province",Saudi Arabia,
BDB Bundaberg Airport,BDB,Bundaberg Airport,"Bundaberg, Queensland",Australia,
"BNN Brønnøysund Airport, Brønnøy",BNN,"Brønnøysund Airport, Brønnøy","Brønnøysund, Nordland",Norway,
BZK Bryansk Airport,BZK,Bryansk Airport,Bryansk,Russia,
CLG New Coalinga Municipal Airport,CLG,New Coalinga Municipal Airport,"Coalinga, California",United States,
CXL Calexico International Airport,CXL,Calexico International Airport,"Calexico, California",United States,YES
DRU Drummond Airport,DRU,Drummond Airport,"Drummond, Montana",United States,
ESD Orcas Island Airport,ESD,Orcas Island Airport,"Eastsound, Washington",United States,
FUJ Fukue Airport (Got? Fukue Airport),FUJ,Fukue Airport (Got? Fukue Airport),"Got?, Nagasaki",Japan,
GRM Grand Marais/Cook County Airport,GRM,Grand Marais/Cook County Airport,"Grand Marais, Minnesota",United States,
HLV Helenvale Airport,HLV,Helenvale Airport,"Helenvale, Queensland",Australia,
ILM Wilmington International Airport,ILM,Wilmington International Airport,"Wilmington, North Carolina",United States,YES
JIW Jiwani Airport,JIW,Jiwani Airport,Jiwani,Pakistan,
KGR Kulgera Airport,KGR,Kulgera Airport,"Kulgera, Northern Territory",Australia,
KTE Kerteh Airport,KTE,Kerteh Airport,"Kerteh, Terengganu",Malaysia,
LHK Guanghua Airport,LHK,Guanghua Airport,"Guanghua, Hubei",China,
LVM Mission Field,LVM,Mission Field,"Livingston, Montana",United States,
MIG Mianyang Nanjiao Airport,MIG,Mianyang Nanjiao Airport,"Mianyang, Sichuan",China,
MTM Metlakatla Seaplane Base,MTM,Metlakatla Seaplane Base,"Metlakatla, Annette Island, Alaska",United States,
NOC Knock International Airport,NOC,Knock International Airport,Knock,Ireland,YES
OWD Norwood Memorial Airport,OWD,Norwood Memorial Airport,"Norwood, Massachusetts",United States,
PSP Palm Springs International Airport,PSP,Palm Springs International Airport,"Palm Springs, California",United States,YES
RND Randolph Air FORCE Base,RND,Randolph Air FORCE Base,"Universal City, Texas",United States,
SKX Saransk Airport,SKX,Saransk Airport,Saransk,Russia,
TAT Poprad-Tatry Airport,TAT,Poprad-Tatry Airport,Poprad,Slovakia,
TYD Tynda Airport,TYD,Tynda Airport,"Tynda, Amur Oblast",Russia,
WAG Wanganui Airport,WAG,Wanganui Airport,Wanganui,New Zealand,
YBK Baker Lake Airport,YBK,Baker Lake Airport,"Baker Lake, Nunavut",Canada,
YQC Quaqtaq Airport,YQC,Quaqtaq Airport,"Quaqtaq, Quebec",Canada,
ZQN Queenstown Airport,ZQN,Queenstown Airport,Queenstown,New Zealand,
ADP Ampara Airport,ADP,Ampara Airport,Ampara,Sri Lanka,
AQJ King Hussein International Airport,AQJ,King Hussein International Airport,Aqaba,Jordan,YES
BDC Barra do Corda Airport,BDC,Barra do Corda Airport,"Barra do Corda, Maranhão",Brazil,
BNO Burns Municipal Airport,BNO,Burns Municipal Airport,"Burns, Oregon",United States,
BZL Barisal Airport,BZL,Barisal Airport,Barisal,Bangladesh,
CLH Coolah Airport,CLH,Coolah Airport,"Coolah, New South Wales",Australia,
CXN Candala Airport,CXN,Candala Airport,Candala,Somalia,
DRW Darwin International Airport,DRW,Darwin International Airport,"Darwin, Northern Territory",Australia,YES
ESE Ensenada Airport,ESE,Ensenada Airport,"Ensenada, Baja California",Mexico,
FUK Fukuoka Airport (Itazuke Air Base),FUK,Fukuoka Airport (Itazuke Air Base),Fukuoka,Japan,
GRN Gordon Municipal Airport,GRN,Gordon Municipal Airport,"Gordon, Nebraska",United States,
HLW Hluhluwe Airport,HLW,Hluhluwe Airport,Hluhluwe,South Africa,
ILN Airborne Airpark,ILN,Airborne Airpark,"Wilmington, Ohio",United States,
JJC Jorge Jiménez Cantú National Airport,JJC,Jorge Jiménez Cantú National Airport,Atizapán de Zaragoza,Mexico,
KGS Kos Island International Airport,KGS,Kos Island International Airport,Kos Island,Greece,YES
KTF Takaka Aerodrome,KTF,Takaka Aerodrome,Takaka,New Zealand,
LHN Lishan Airport,LHN,Lishan Airport,Lishan,Taiwan,
LVO Laverton Airport,LVO,Laverton Airport,"Laverton, Western Australia",Australia,
MIH Mitchell Plateau Airport,MIH,Mitchell Plateau Airport,"Mitchell Plateau, Western Australia",Australia,
MTN Martin State Airport,MTN,Martin State Airport,"Baltimore, Maryland",United States,
NOD Norden-Norddeich Airport,NOD,Norden-Norddeich Airport,"Norden, Lower Saxony",Germany,
OWK Central Maine Airport of Norridgewock,OWK,Central Maine Airport of Norridgewock,"Norridgewock, Maine",United States,
PSQ Philadelphia Seaplane Base,PSQ,Philadelphia Seaplane Base,"Essington, Pennsylvania",United States,
RNE Renaison Airport,RNE,Renaison Airport,Renaison,France,
SKY Griffing Sandusky Airport,SKY,Griffing Sandusky Airport,"Sandusky, Ohio",United States,
TAX Taliabu Island Airport,TAX,Taliabu Island Airport,Taliabu,Indonesia,
TYE Tyonek Airport,TYE,Tyonek Airport,"Tyonek, Alaska",United States,
WAH Harry Stern Airport,WAH,Harry Stern Airport,"Wahpeton, North Dakota",United States,
YBL Campbell River Airport,YBL,Campbell River Airport,"Campbell River, British Columbia",Canada,
YQD The Pas Airport,YQD,The Pas Airport,"The Pas, Manitoba",Canada,
ZQS Queen Charlotte Island Airport,ZQS,Queen Charlotte Island Airport,"Haida Gwaii, British Columbia",Canada,
ADQ Kodiak Airport,ADQ,Kodiak Airport,"Kodiak, Alaska",United States,
AQM Ariquemes Airport,AQM,Ariquemes Airport,"Ariquemes, Rondônia",Brazil,
BDD Badu Island Airport,BDD,Badu Island Airport,"Badu Island, Queensland",Australia,
BNP Bannu Airport,BNP,Bannu Airport,"Bannu, North-West Frontier Province",Pakistan,
BZN Gallatin Field Airport,BZN,Gallatin Field Airport,"Bozeman, Montana",United States,
CLI Clintonville Municipal Airport,CLI,Clintonville Municipal Airport,"Clintonville, Wisconsin",United States,
CXO Lone Star Executive Airport,CXO,Lone Star Executive Airport,"Houston, Texas",United States,
DSA Robin Hood Airport Doncaster Sheffield,DSA,Robin Hood Airport Doncaster Sheffield,"Doncaster, England",United Kingdom,
ESF Esler Regional Airport,ESF,Esler Regional Airport,"Alexandria, Louisiana",United States,
FUL Fullerton Municipal Airport,FUL,Fullerton Municipal Airport,"Fullerton, California",United States,
GRO Girona-Costa Brava Airport,GRO,Girona-Costa Brava Airport,Girona,Spain,
HLY Anglesey Airport (Maes Awyr Môn) / RAF Valley,HLY,Anglesey Airport (Maes Awyr Môn) / RAF Valley,"Anglesey, Wales",United Kingdom,
ILO Iloilo International Airport,ILO,Iloilo International Airport,"Cabatuan / Santa Barbara, Iloilo",Philippines,YES
JJI Juanjuí Airport,JJI,Juanjuí Airport,Juanjuí,Peru,
KGU Keningau Airport,KGU,Keningau Airport,"Keningau, Sabah",Malaysia,
KTG Rahadi Usman Airport (Ketapang Airport),KTG,Rahadi Usman Airport (Ketapang Airport),"Ketapang, West Kalimantan",Indonesia,
LHP Lehu Airport,LHP,Lehu Airport,Lehu,Papua New Guinea,
LVP Lavan Airport,LVP,Lavan Airport,Lavan Island,Iran,
MII Marília Airport,MII,Marília Airport,"Marília, São Paulo",Brazil,
MTO Coles County Memorial Airport,MTO,Coles County Memorial Airport,"Mattoon / Charleston, Illinois",United States,
NOG Nogales International Airport,NOG,Nogales International Airport,"Nogales, Sonora",Mexico,YES
OXB Osvaldo Vieiro International Airport,OXB,Osvaldo Vieiro International Airport,Bissau,Guinea-Bissau,YES
PSR Pescara Airport,PSR,Pescara Airport,Pescara,Italy,
RNH New Richmond Regional Airport,RNH,New Richmond Regional Airport,"New Richmond, Wisconsin",United States,
SKZ Sukkur Airport,SKZ,Sukkur Airport,Sukkur,Pakistan,
TAV Tau Airport,TAV,Tau Airport,Tau,American Samoa,
TYL Cap. FAP Víctor Montes Arias Airport,TYL,Cap. FAP Víctor Montes Arias Airport,Talara,Peru,
WAL Wallops Flight Facility Airport,WAL,Wallops Flight Facility Airport,"Wallops Island, Virginia",United States,
YBM Bronson Creek Airport,YBM,Bronson Creek Airport,"Bronson Creek, British Columbia",Canada,
YQE Kimberley Airport,YQE,Kimberley Airport,"Kimberley, British Columbia",Canada,
ZQW Zweibrücken Airport,ZQW,Zweibrücken Airport,Zweibrücken,Germany,
ADR Robert F. Swinnie Airport,ADR,Robert F. Swinnie Airport,"Andrews, South Carolina",United States,
AQP Rodriguez Ballon International Airport,AQP,Rodriguez Ballon International Airport,Arequipa,Peru,YES
BDE Baudette International Airport,BDE,Baudette International Airport,"Baudette, Minnesota",United States,YES
BNQ Baganga Airport,BNQ,Baganga Airport,"Baganga, Davao Oriental",Philippines,
BZO Bolzano Airport,BZO,Bolzano Airport,Bolzano,Italy,
CLJ Cluj-Napoca International Airport,CLJ,Cluj-Napoca International Airport,Cluj-Napoca,Romania,YES
CXP Tunggul Wulung Airport,CXP,Tunggul Wulung Airport,"Cilacap, Java Island",Indonesia,
DSC Dschang Airport,DSC,Dschang Airport,Dschang,Cameroon,
ESG Dr. Luis Maria Argaña International Airport,ESG,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,YES
FUN Funafuti International Airport,FUN,Funafuti International Airport,Funafuti,Tuvalu,YES
GRP Gurupi Airport,GRP,Gurupi Airport,"Gurupi, Goiás",Brazil,
HLZ Hamilton International Airport,HLZ,Hamilton International Airport,Hamilton,New Zealand,YES
ILP Moué Airport (Île des Pins Airport),ILP,Moué Airport (Île des Pins Airport),Île des Pins,New Caledonia,
JJN Quanzhou Jinjiang Airport,JJN,Quanzhou Jinjiang Airport,"Jinjiang City, Quanzhou, Fujian",China,
KGW Kagi Airport,KGW,Kagi Airport,Kagi,Papua New Guinea,
KTH Tikchik Lodge Seaplane Base,KTH,Tikchik Lodge Seaplane Base,"Tikchik, Alaska",United States,
LHR London Heathrow Airport,LHR,London Heathrow Airport,"London, England",United Kingdom,
LVS Las Vegas Municipal Airport,LVS,Las Vegas Municipal Airport,"Las Vegas, New Mexico",United States,
MIJ Mili Airport,MIJ,Mili Airport,Mili Atoll,Marshall Islands,
MTP Montauk Airport,MTP,Montauk Airport,"Montauk, New York",United States,
NOJ Noyabrsk Airport,NOJ,Noyabrsk Airport,"Noyabrsk, Yamalo - Nenets Autonomous Okrug",Russia,
OXC Waterbury-Oxford Airport,OXC,Waterbury-Oxford Airport,"Oxford, Connecticut",United States,
PSS Libertador GENERAL José de San Martín Airport,PSS,Libertador GENERAL José de San Martín Airport,Posadas,Argentina,
RNI Corn Island Airport,RNI,Corn Island Airport,Corn Island,Nicaragua,
SLA Martín Miguel de Güemes International Airport,SLA,Martín Miguel de Güemes International Airport,"Salta, Salta Province",Argentina,YES
TAW Tacuarembó Airport,TAW,Tacuarembó Airport,"Tacuarembó, Tacuarembó",Uruguay,
TYN Taiyuan Wusu International Airport,TYN,Taiyuan Wusu International Airport,"Taiyuan, Shanxi",China,YES
